time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,G_PinkieRingAb,G_ThumbIJ,G_ThumbMPJ,G_IndexPIJ,G_IndexMPJ,G_MiddlePIJ,G_MiddleMPJ,G_RingPIJ,G_RingMPJ,G_PinkieMPJ,G_PinkiePIJ,G_PalmArch,G_ThumbRotate,G_ThumbAb,G_MiddleIndexAb,G_RingMiddleAb,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,tactile16,tactile17,tactile18,tactile19,tactile20,tactile21,tactile22,tactile23,tactile24,tactile25,tactile26,tactile27,tactile28,tactile29,tactile30,tactile31,tactile32,tactile33,tactile34,tactile35,tactile36,tactile37,tactile38,tactile39,tactile40,tactile41,tactile42,tactile43,tactile44,tactile45,tactile46,tactile47,tactile48,tactile49,tactile50,tactile51,tactile52,tactile53,tactile54,tactile55,tactile56,tactile57,tactile58,tactile59,tactile60,tactile61,tactile62,tactile63,tactile64
2023/02/15/00:36:02.734851,3240421,1676381762,721700354,,429.0,2040.0,208.0,774.0,1503.0,1278.0,2342.0,1236.0,1881.0,868.0,1876.0,2931.0,1782.0,3007.0,807.0,368.0,12.0,37.0,24.0,3.0,10.0,4.0,15.0,30.0,100.0,70.0,10.0,4.0,2.0,133.0,6.0,16.0,12.0,10.0,21.0,15.0,2.0,14.0,4.0,10.0,2.0,2.0,14.0,4.0,2.0,73.0,116.0,269.0,2.0,28.0,1.0,3.0,1.0,4079.0,78.0,70.0,634.0,8.0,132.0,20.0,12.0,188.0,40.0,67.0,96.0,42.0,17.0,3654.0,66.0,31.0,42.0,3.0,8.0,10.0,56.0,34.0,13.0,20.0,14.0,6.0
2023/02/15/00:36:02.734860,3240422,1676381762,722700337,,429.0,2031.0,209.0,775.0,1503.0,1277.0,2344.0,1235.0,1881.0,868.0,1876.0,2931.0,1783.0,3007.0,807.0,368.0,14.0,38.0,24.0,3.0,11.0,4.0,14.0,31.0,102.0,70.0,10.0,4.0,1.0,132.0,6.0,16.0,12.0,10.0,20.0,15.0,2.0,14.0,4.0,11.0,2.0,0.0,14.0,4.0,2.0,72.0,114.0,269.0,2.0,26.0,1.0,3.0,1.0,4079.0,78.0,70.0,628.0,8.0,131.0,20.0,13.0,186.0,40.0,69.0,96.0,40.0,17.0,3654.0,66.0,30.0,42.0,3.0,8.0,10.0,55.0,34.0,13.0,20.0,15.0,6.0
2023/02/15/00:36:02.734868,3240423,1676381762,723687400,,429.0,2033.0,210.0,775.0,1503.0,1276.0,2345.0,1234.0,1881.0,868.0,1876.0,2931.0,1784.0,3007.0,807.0,367.0,13.0,38.0,23.0,3.0,11.0,4.0,14.0,31.0,101.0,69.0,10.0,4.0,2.0,130.0,5.0,17.0,12.0,10.0,20.0,15.0,2.0,14.0,5.0,10.0,2.0,2.0,14.0,4.0,2.0,73.0,114.0,269.0,2.0,24.0,1.0,3.0,1.0,4078.0,78.0,70.0,627.0,8.0,132.0,20.0,14.0,189.0,40.0,70.0,93.0,40.0,17.0,3654.0,65.0,31.0,42.0,3.0,8.0,10.0,56.0,35.0,13.0,20.0,15.0,6.0
2023/02/15/00:36:02.734873,3240424,1676381762,724740192,,429.0,2038.0,210.0,774.0,1504.0,1276.0,2344.0,1234.0,1881.0,869.0,1876.0,2931.0,1784.0,3006.0,807.0,367.0,14.0,37.0,24.0,3.0,11.0,4.0,14.0,30.0,101.0,66.0,10.0,3.0,2.0,130.0,6.0,17.0,13.0,10.0,20.0,16.0,2.0,14.0,4.0,11.0,2.0,2.0,14.0,4.0,2.0,72.0,114.0,269.0,2.0,21.0,1.0,3.0,1.0,4079.0,78.0,70.0,628.0,8.0,131.0,21.0,13.0,188.0,40.0,67.0,92.0,37.0,17.0,3653.0,65.0,32.0,42.0,3.0,8.0,10.0,54.0,35.0,13.0,20.0,15.0,6.0
2023/02/15/00:36:02.734876,3240425,1676381762,725700341,,429.0,2033.0,210.0,774.0,1505.0,1275.0,2343.0,1233.0,1881.0,869.0,1877.0,2931.0,1784.0,3007.0,807.0,368.0,13.0,38.0,24.0,4.0,11.0,4.0,13.0,32.0,102.0,66.0,10.0,5.0,2.0,132.0,6.0,17.0,12.0,10.0,21.0,17.0,2.0,14.0,4.0,10.0,2.0,2.0,13.0,5.0,2.0,73.0,112.0,269.0,2.0,21.0,0.0,1.0,1.0,4079.0,78.0,70.0,628.0,8.0,132.0,21.0,13.0,187.0,40.0,67.0,91.0,36.0,17.0,3653.0,65.0,32.0,42.0,3.0,9.0,10.0,56.0,35.0,13.0,20.0,14.0,4.0
2023/02/15/00:36:02.734885,3240426,1676381762,726695761,,429.0,2037.0,210.0,775.0,1504.0,1274.0,2346.0,1232.0,1882.0,870.0,1876.0,2931.0,1785.0,3006.0,807.0,368.0,13.0,38.0,25.0,3.0,11.0,4.0,14.0,32.0,101.0,65.0,10.0,5.0,2.0,130.0,6.0,17.0,11.0,9.0,20.0,16.0,2.0,14.0,4.0,11.0,2.0,2.0,13.0,4.0,2.0,73.0,109.0,269.0,2.0,18.0,1.0,3.0,1.0,4079.0,78.0,70.0,626.0,8.0,132.0,21.0,12.0,188.0,41.0,69.0,91.0,36.0,18.0,3654.0,65.0,30.0,42.0,3.0,8.0,10.0,54.0,35.0,14.0,20.0,15.0,6.0
2023/02/15/00:36:02.734904,3240427,1676381762,727700166,,429.0,2038.0,210.0,775.0,1504.0,1274.0,2343.0,1231.0,1881.0,870.0,1876.0,2931.0,1786.0,3006.0,808.0,367.0,14.0,38.0,24.0,3.0,9.0,4.0,16.0,31.0,102.0,65.0,10.0,5.0,2.0,130.0,6.0,17.0,12.0,13.0,20.0,15.0,2.0,13.0,4.0,11.0,2.0,2.0,14.0,5.0,2.0,73.0,107.0,269.0,2.0,17.0,1.0,3.0,1.0,4079.0,78.0,71.0,624.0,8.0,132.0,19.0,12.0,186.0,41.0,68.0,90.0,34.0,18.0,3654.0,66.0,30.0,42.0,3.0,9.0,10.0,55.0,35.0,14.0,19.0,14.0,6.0
2023/02/15/00:36:02.734909,3240428,1676381762,728703928,,429.0,2033.0,210.0,775.0,1503.0,1274.0,2346.0,1230.0,1881.0,871.0,1876.0,2931.0,1786.0,3006.0,808.0,367.0,13.0,38.0,25.0,3.0,11.0,4.0,14.0,31.0,100.0,64.0,10.0,5.0,1.0,129.0,5.0,17.0,12.0,10.0,21.0,15.0,2.0,11.0,5.0,11.0,2.0,2.0,13.0,4.0,2.0,72.0,106.0,271.0,2.0,16.0,1.0,3.0,1.0,4080.0,78.0,71.0,620.0,7.0,131.0,20.0,12.0,186.0,41.0,67.0,90.0,31.0,17.0,3654.0,66.0,30.0,42.0,3.0,9.0,10.0,55.0,34.0,14.0,19.0,15.0,6.0
2023/02/15/00:36:02.734912,3240429,1676381762,729700626,,429.0,2041.0,210.0,775.0,1504.0,1274.0,2342.0,1229.0,1882.0,871.0,1876.0,2931.0,1786.0,3006.0,807.0,367.0,12.0,37.0,24.0,3.0,11.0,4.0,14.0,32.0,100.0,60.0,10.0,6.0,1.0,129.0,6.0,17.0,12.0,10.0,20.0,16.0,2.0,14.0,4.0,11.0,2.0,2.0,13.0,4.0,2.0,73.0,104.0,269.0,2.0,16.0,1.0,3.0,1.0,4080.0,78.0,69.0,620.0,8.0,132.0,19.0,13.0,187.0,41.0,69.0,90.0,29.0,17.0,3654.0,66.0,30.0,42.0,3.0,8.0,10.0,54.0,35.0,14.0,20.0,14.0,6.0
2023/02/15/00:36:02.734919,3240430,1676381762,730709717,,429.0,2044.0,211.0,775.0,1504.0,1274.0,2338.0,1228.0,1881.0,872.0,1876.0,2931.0,1786.0,3006.0,807.0,367.0,13.0,37.0,25.0,3.0,11.0,4.0,14.0,32.0,100.0,60.0,10.0,5.0,1.0,129.0,6.0,17.0,13.0,11.0,20.0,16.0,2.0,13.0,4.0,11.0,2.0,1.0,13.0,4.0,2.0,73.0,104.0,270.0,2.0,14.0,1.0,3.0,1.0,4079.0,78.0,70.0,615.0,8.0,133.0,20.0,13.0,186.0,41.0,69.0,89.0,28.0,17.0,3654.0,66.0,31.0,42.0,4.0,8.0,10.0,55.0,35.0,14.0,20.0,14.0,6.0
2023/02/15/00:36:02.734923,3240431,1676381762,731712838,,429.0,2038.0,210.0,777.0,1504.0,1274.0,2342.0,1227.0,1881.0,872.0,1876.0,2931.0,1787.0,3006.0,807.0,368.0,13.0,38.0,25.0,3.0,11.0,3.0,14.0,31.0,100.0,60.0,10.0,5.0,2.0,130.0,6.0,17.0,12.0,11.0,20.0,16.0,2.0,12.0,4.0,11.0,2.0,0.0,13.0,3.0,2.0,72.0,98.0,270.0,2.0,14.0,1.0,3.0,1.0,4080.0,78.0,68.0,617.0,8.0,133.0,19.0,13.0,186.0,41.0,69.0,87.0,28.0,18.0,3655.0,66.0,30.0,42.0,3.0,8.0,10.0,55.0,35.0,14.0,19.0,14.0,6.0
2023/02/15/00:36:02.734927,3240432,1676381762,732710855,,429.0,2033.0,212.0,775.0,1504.0,1274.0,2345.0,1227.0,1881.0,872.0,1877.0,2931.0,1787.0,3006.0,807.0,368.0,13.0,38.0,24.0,3.0,11.0,4.0,14.0,32.0,100.0,61.0,10.0,5.0,1.0,128.0,6.0,17.0,12.0,10.0,20.0,15.0,2.0,13.0,4.0,11.0,2.0,2.0,13.0,4.0,2.0,72.0,96.0,269.0,2.0,14.0,0.0,3.0,1.0,4079.0,78.0,70.0,613.0,8.0,133.0,20.0,13.0,185.0,40.0,68.0,88.0,27.0,18.0,3655.0,66.0,30.0,42.0,3.0,8.0,10.0,53.0,35.0,14.0,21.0,14.0,6.0
2023/02/15/00:36:02.734948,3240433,1676381762,733696708,,429.0,2028.0,210.0,776.0,1504.0,1273.0,2342.0,1226.0,1881.0,872.0,1876.0,2931.0,1787.0,3006.0,808.0,367.0,13.0,37.0,24.0,5.0,11.0,4.0,14.0,32.0,101.0,58.0,10.0,5.0,1.0,130.0,8.0,17.0,12.0,10.0,21.0,15.0,2.0,11.0,5.0,11.0,2.0,2.0,10.0,4.0,2.0,72.0,94.0,269.0,2.0,14.0,1.0,3.0,1.0,4080.0,78.0,70.0,613.0,8.0,133.0,19.0,13.0,186.0,40.0,69.0,87.0,28.0,18.0,3655.0,66.0,31.0,42.0,3.0,9.0,10.0,52.0,34.0,14.0,20.0,15.0,6.0
2023/02/15/00:36:02.734956,3240434,1676381762,734728637,,429.0,2037.0,210.0,776.0,1505.0,1273.0,2344.0,1225.0,1881.0,874.0,1876.0,2931.0,1787.0,3006.0,808.0,367.0,13.0,38.0,24.0,3.0,11.0,4.0,14.0,32.0,101.0,58.0,10.0,5.0,1.0,130.0,5.0,17.0,12.0,10.0,20.0,15.0,2.0,12.0,4.0,11.0,2.0,2.0,12.0,3.0,2.0,72.0,92.0,269.0,2.0,14.0,1.0,3.0,2.0,4079.0,78.0,70.0,610.0,8.0,133.0,19.0,14.0,186.0,40.0,69.0,86.0,25.0,18.0,3654.0,66.0,34.0,42.0,3.0,8.0,10.0,52.0,35.0,14.0,20.0,14.0,6.0
2023/02/15/00:36:02.735739,3240435,1676381762,735700720,,429.0,2035.0,212.0,776.0,1504.0,1273.0,2343.0,1223.0,1882.0,873.0,1876.0,2931.0,1787.0,3007.0,808.0,367.0,14.0,38.0,24.0,3.0,10.0,5.0,14.0,30.0,102.0,56.0,10.0,5.0,2.0,130.0,6.0,17.0,12.0,10.0,21.0,16.0,2.0,14.0,4.0,11.0,2.0,1.0,13.0,4.0,2.0,72.0,90.0,269.0,2.0,13.0,1.0,3.0,1.0,4079.0,79.0,70.0,612.0,8.0,133.0,19.0,13.0,186.0,40.0,69.0,86.0,24.0,17.0,3655.0,66.0,32.0,42.0,3.0,10.0,10.0,55.0,35.0,14.0,20.0,15.0,6.0
2023/02/15/00:36:02.753816,3240436,1676381762,736700876,,429.0,2037.0,212.0,776.0,1505.0,1273.0,2344.0,1223.0,1881.0,874.0,1877.0,2931.0,1787.0,3006.0,808.0,368.0,14.0,37.0,24.0,3.0,11.0,4.0,14.0,31.0,100.0,56.0,9.0,5.0,1.0,130.0,7.0,17.0,12.0,10.0,20.0,16.0,2.0,13.0,5.0,11.0,2.0,1.0,13.0,6.0,2.0,73.0,91.0,269.0,2.0,14.0,1.0,3.0,1.0,4079.0,78.0,70.0,610.0,8.0,133.0,19.0,12.0,186.0,40.0,70.0,86.0,21.0,18.0,3655.0,66.0,31.0,42.0,3.0,8.0,10.0,53.0,35.0,15.0,20.0,15.0,6.0
2023/02/15/00:36:02.753819,3240437,1676381762,737700488,,429.0,2031.0,213.0,776.0,1505.0,1273.0,2344.0,1222.0,1882.0,874.0,1876.0,2931.0,1787.0,3007.0,808.0,368.0,14.0,38.0,24.0,3.0,11.0,7.0,14.0,32.0,101.0,55.0,10.0,5.0,1.0,129.0,6.0,17.0,12.0,9.0,21.0,16.0,2.0,14.0,4.0,11.0,2.0,2.0,12.0,3.0,2.0,73.0,90.0,270.0,2.0,13.0,1.0,3.0,1.0,4079.0,78.0,70.0,609.0,9.0,132.0,20.0,13.0,187.0,39.0,69.0,86.0,20.0,18.0,3655.0,65.0,32.0,42.0,3.0,8.0,10.0,54.0,35.0,14.0,20.0,14.0,6.0
2023/02/15/00:36:02.753830,3240438,1676381762,738701691,,429.0,2037.0,213.0,776.0,1505.0,1273.0,2341.0,1221.0,1881.0,874.0,1876.0,2931.0,1787.0,3006.0,808.0,367.0,13.0,37.0,24.0,3.0,11.0,4.0,14.0,32.0,102.0,54.0,9.0,5.0,1.0,129.0,5.0,17.0,12.0,9.0,20.0,17.0,2.0,13.0,5.0,11.0,2.0,1.0,12.0,3.0,2.0,70.0,87.0,269.0,2.0,11.0,1.0,3.0,1.0,4079.0,79.0,71.0,608.0,8.0,133.0,19.0,13.0,186.0,40.0,69.0,86.0,20.0,17.0,3655.0,66.0,33.0,42.0,3.0,8.0,10.0,54.0,35.0,14.0,20.0,14.0,6.0
2023/02/15/00:36:02.753835,3240439,1676381762,739701173,,429.0,2032.0,214.0,776.0,1506.0,1272.0,2340.0,1220.0,1881.0,875.0,1877.0,2931.0,1788.0,3007.0,807.0,367.0,13.0,38.0,24.0,3.0,10.0,5.0,14.0,32.0,101.0,54.0,10.0,5.0,1.0,130.0,6.0,17.0,12.0,10.0,20.0,16.0,2.0,11.0,6.0,11.0,2.0,1.0,13.0,4.0,2.0,73.0,84.0,270.0,2.0,11.0,1.0,3.0,1.0,4079.0,78.0,71.0,610.0,8.0,132.0,20.0,13.0,186.0,40.0,69.0,86.0,18.0,16.0,3656.0,66.0,33.0,42.0,3.0,8.0,10.0,55.0,35.0,14.0,20.0,14.0,6.0
2023/02/15/00:36:02.753848,3240440,1676381762,740701185,,429.0,2034.0,213.0,776.0,1505.0,1272.0,2340.0,1219.0,1881.0,875.0,1877.0,2931.0,1787.0,3007.0,808.0,367.0,14.0,37.0,24.0,3.0,11.0,5.0,14.0,32.0,101.0,52.0,10.0,5.0,1.0,129.0,6.0,17.0,12.0,10.0,20.0,16.0,2.0,11.0,5.0,11.0,2.0,1.0,13.0,4.0,2.0,73.0,81.0,270.0,2.0,12.0,2.0,3.0,1.0,4079.0,78.0,72.0,608.0,8.0,133.0,21.0,13.0,186.0,40.0,69.0,83.0,18.0,16.0,3655.0,66.0,32.0,42.0,3.0,8.0,9.0,54.0,35.0,14.0,18.0,14.0,6.0
2023/02/15/00:36:02.753858,3240441,1676381762,741701564,,429.0,2032.0,213.0,776.0,1505.0,1272.0,2340.0,1218.0,1881.0,875.0,1876.0,2931.0,1787.0,3007.0,808.0,367.0,13.0,37.0,25.0,3.0,10.0,5.0,14.0,32.0,102.0,50.0,10.0,6.0,1.0,130.0,5.0,17.0,12.0,10.0,20.0,15.0,2.0,11.0,4.0,11.0,2.0,1.0,13.0,4.0,2.0,72.0,74.0,270.0,2.0,10.0,1.0,3.0,1.0,4079.0,77.0,71.0,607.0,8.0,134.0,21.0,13.0,187.0,39.0,69.0,84.0,18.0,17.0,3655.0,66.0,32.0,41.0,3.0,9.0,10.0,53.0,35.0,14.0,18.0,14.0,6.0
2023/02/15/00:36:02.753874,3240442,1676381762,742698851,,429.0,2031.0,213.0,776.0,1506.0,1272.0,2340.0,1217.0,1881.0,876.0,1876.0,2931.0,1787.0,3007.0,809.0,367.0,14.0,38.0,24.0,3.0,11.0,5.0,14.0,32.0,102.0,50.0,9.0,5.0,2.0,129.0,6.0,17.0,12.0,10.0,21.0,16.0,2.0,12.0,4.0,11.0,2.0,1.0,12.0,4.0,2.0,74.0,72.0,270.0,2.0,11.0,1.0,3.0,1.0,4077.0,79.0,72.0,606.0,8.0,133.0,21.0,12.0,186.0,39.0,70.0,82.0,17.0,17.0,3655.0,69.0,32.0,42.0,5.0,9.0,10.0,53.0,34.0,14.0,19.0,14.0,6.0
2023/02/15/00:36:02.753886,3240443,1676381762,743738833,,429.0,2043.0,212.0,775.0,1506.0,1272.0,2343.0,1216.0,1881.0,876.0,1875.0,2931.0,1786.0,3007.0,809.0,368.0,14.0,38.0,24.0,3.0,11.0,5.0,13.0,32.0,102.0,50.0,10.0,5.0,3.0,130.0,6.0,17.0,12.0,10.0,21.0,16.0,2.0,11.0,4.0,11.0,2.0,1.0,12.0,4.0,2.0,73.0,73.0,269.0,2.0,10.0,1.0,3.0,1.0,4079.0,79.0,72.0,607.0,8.0,133.0,21.0,12.0,186.0,40.0,68.0,82.0,15.0,18.0,3656.0,66.0,32.0,41.0,3.0,8.0,10.0,52.0,35.0,14.0,19.0,14.0,6.0
2023/02/15/00:36:02.753921,3240444,1676381762,744698031,,429.0,2041.0,213.0,776.0,1506.0,1271.0,2342.0,1215.0,1881.0,876.0,1876.0,2931.0,1786.0,3008.0,809.0,367.0,14.0,37.0,24.0,3.0,11.0,4.0,14.0,33.0,101.0,49.0,10.0,4.0,1.0,130.0,6.0,17.0,13.0,10.0,21.0,16.0,2.0,10.0,4.0,11.0,2.0,1.0,12.0,4.0,2.0,73.0,69.0,270.0,2.0,10.0,1.0,3.0,1.0,4079.0,78.0,72.0,609.0,8.0,134.0,22.0,12.0,186.0,40.0,70.0,83.0,13.0,17.0,3655.0,65.0,33.0,42.0,3.0,8.0,9.0,53.0,35.0,14.0,19.0,14.0,6.0
2023/02/15/00:36:02.753938,3240445,1676381762,745705188,,429.0,2031.0,213.0,776.0,1506.0,1272.0,2343.0,1214.0,1881.0,877.0,1877.0,2931.0,1786.0,3008.0,809.0,367.0,14.0,38.0,23.0,3.0,10.0,5.0,14.0,33.0,102.0,50.0,10.0,5.0,2.0,132.0,6.0,17.0,12.0,9.0,21.0,16.0,2.0,10.0,4.0,11.0,2.0,1.0,12.0,4.0,2.0,72.0,67.0,270.0,2.0,9.0,1.0,3.0,1.0,4079.0,78.0,72.0,611.0,8.0,133.0,21.0,13.0,187.0,40.0,70.0,82.0,12.0,18.0,3655.0,66.0,33.0,42.0,3.0,8.0,10.0,53.0,35.0,14.0,19.0,13.0,6.0
2023/02/15/00:36:02.753952,3240446,1676381762,746683982,,429.0,2045.0,213.0,776.0,1506.0,1271.0,2341.0,1213.0,1881.0,877.0,1876.0,2931.0,1786.0,3008.0,809.0,367.0,14.0,37.0,24.0,3.0,11.0,4.0,13.0,33.0,102.0,46.0,10.0,5.0,1.0,130.0,6.0,19.0,12.0,8.0,21.0,16.0,2.0,12.0,4.0,11.0,2.0,1.0,12.0,3.0,2.0,72.0,64.0,270.0,2.0,10.0,1.0,3.0,1.0,4078.0,78.0,73.0,612.0,8.0,133.0,21.0,12.0,186.0,40.0,70.0,83.0,12.0,18.0,3655.0,66.0,33.0,42.0,3.0,9.0,10.0,51.0,35.0,14.0,18.0,14.0,6.0
2023/02/15/00:36:02.753959,3240447,1676381762,747694873,,430.0,2033.0,214.0,776.0,1506.0,1271.0,2341.0,1212.0,1881.0,877.0,1876.0,2931.0,1785.0,3008.0,809.0,367.0,13.0,38.0,24.0,3.0,11.0,5.0,14.0,35.0,102.0,47.0,10.0,5.0,2.0,130.0,6.0,17.0,12.0,9.0,21.0,17.0,2.0,11.0,4.0,10.0,2.0,1.0,12.0,4.0,2.0,71.0,61.0,270.0,2.0,9.0,0.0,3.0,0.0,4079.0,78.0,72.0,614.0,8.0,133.0,20.0,12.0,186.0,40.0,70.0,83.0,10.0,17.0,3656.0,66.0,32.0,42.0,3.0,9.0,10.0,51.0,35.0,14.0,19.0,14.0,6.0
2023/02/15/00:36:02.753963,3240448,1676381762,748700714,,429.0,2042.0,214.0,776.0,1506.0,1271.0,2341.0,1211.0,1881.0,877.0,1876.0,2931.0,1785.0,3009.0,809.0,367.0,14.0,38.0,24.0,3.0,11.0,5.0,14.0,33.0,100.0,44.0,10.0,5.0,1.0,130.0,6.0,16.0,11.0,9.0,22.0,16.0,2.0,10.0,4.0,11.0,2.0,1.0,12.0,3.0,2.0,72.0,58.0,270.0,2.0,8.0,0.0,3.0,1.0,4079.0,78.0,70.0,616.0,8.0,134.0,21.0,12.0,186.0,40.0,70.0,82.0,10.0,17.0,3656.0,66.0,32.0,42.0,3.0,9.0,10.0,50.0,35.0,15.0,20.0,13.0,6.0
2023/02/15/00:36:02.753973,3240449,1676381762,749701078,,429.0,2027.0,215.0,777.0,1506.0,1271.0,2341.0,1210.0,1881.0,878.0,1876.0,2931.0,1785.0,3008.0,809.0,368.0,14.0,38.0,25.0,3.0,11.0,5.0,14.0,33.0,101.0,44.0,10.0,5.0,1.0,130.0,6.0,16.0,12.0,9.0,22.0,17.0,2.0,10.0,4.0,11.0,2.0,1.0,12.0,3.0,2.0,72.0,56.0,270.0,2.0,8.0,0.0,3.0,1.0,4079.0,79.0,72.0,612.0,8.0,133.0,21.0,13.0,186.0,40.0,70.0,82.0,9.0,18.0,3655.0,66.0,32.0,42.0,3.0,9.0,10.0,50.0,35.0,15.0,20.0,13.0,6.0
2023/02/15/00:36:02.753986,3240450,1676381762,750700046,,430.0,2046.0,215.0,776.0,1507.0,1271.0,2343.0,1210.0,1881.0,878.0,1876.0,2931.0,1785.0,3009.0,809.0,368.0,13.0,38.0,25.0,3.0,10.0,5.0,15.0,33.0,103.0,43.0,10.0,5.0,1.0,129.0,5.0,17.0,12.0,9.0,22.0,16.0,2.0,10.0,4.0,10.0,2.0,2.0,13.0,3.0,2.0,70.0,56.0,270.0,2.0,9.0,1.0,3.0,1.0,4080.0,78.0,70.0,614.0,9.0,134.0,21.0,12.0,186.0,39.0,70.0,82.0,9.0,17.0,3656.0,66.0,34.0,42.0,1.0,9.0,9.0,50.0,35.0,15.0,20.0,13.0,6.0
2023/02/15/00:36:02.753993,3240451,1676381762,751702551,,428.0,2048.0,215.0,776.0,1506.0,1271.0,2341.0,1209.0,1882.0,878.0,1876.0,2931.0,1783.0,3008.0,809.0,367.0,13.0,38.0,24.0,3.0,11.0,6.0,14.0,32.0,100.0,42.0,10.0,5.0,1.0,129.0,6.0,17.0,12.0,9.0,21.0,17.0,2.0,10.0,4.0,11.0,2.0,2.0,12.0,4.0,2.0,70.0,56.0,271.0,2.0,9.0,1.0,3.0,1.0,4079.0,77.0,70.0,613.0,8.0,134.0,20.0,14.0,186.0,41.0,70.0,84.0,7.0,18.0,3656.0,66.0,34.0,42.0,3.0,8.0,9.0,49.0,35.0,15.0,20.0,13.0,6.0
2023/02/15/00:36:02.754002,3240452,1676381762,752696153,,429.0,2046.0,215.0,776.0,1506.0,1270.0,2341.0,1207.0,1881.0,878.0,1877.0,2931.0,1783.0,3009.0,809.0,367.0,12.0,38.0,24.0,3.0,11.0,6.0,14.0,33.0,100.0,40.0,10.0,5.0,1.0,130.0,6.0,16.0,12.0,8.0,22.0,17.0,2.0,10.0,5.0,11.0,2.0,2.0,12.0,4.0,2.0,72.0,57.0,271.0,2.0,9.0,1.0,3.0,2.0,4079.0,78.0,70.0,612.0,8.0,133.0,21.0,14.0,187.0,40.0,70.0,83.0,7.0,18.0,3656.0,66.0,33.0,42.0,3.0,8.0,10.0,50.0,35.0,15.0,18.0,13.0,6.0
2023/02/15/00:36:02.754006,3240453,1676381762,753731153,,429.0,2045.0,215.0,776.0,1507.0,1270.0,2339.0,1207.0,1881.0,878.0,1876.0,2931.0,1783.0,3010.0,810.0,367.0,14.0,37.0,24.0,3.0,11.0,6.0,14.0,33.0,100.0,41.0,10.0,5.0,1.0,128.0,6.0,17.0,12.0,8.0,22.0,17.0,2.0,10.0,4.0,11.0,2.0,2.0,12.0,4.0,2.0,72.0,56.0,271.0,2.0,8.0,1.0,3.0,1.0,4079.0,78.0,70.0,611.0,8.0,133.0,22.0,12.0,188.0,40.0,69.0,81.0,6.0,17.0,3656.0,66.0,34.0,42.0,3.0,8.0,10.0,50.0,35.0,15.0,19.0,12.0,6.0
2023/02/15/00:36:02.754736,3240454,1676381762,754696897,,429.0,2030.0,216.0,776.0,1506.0,1271.0,2340.0,1206.0,1881.0,879.0,1876.0,2931.0,1784.0,3011.0,810.0,367.0,13.0,37.0,24.0,3.0,11.0,7.0,15.0,33.0,101.0,40.0,10.0,5.0,1.0,128.0,6.0,17.0,12.0,8.0,22.0,17.0,2.0,10.0,4.0,11.0,2.0,2.0,12.0,4.0,2.0,71.0,56.0,271.0,2.0,9.0,0.0,3.0,1.0,4079.0,78.0,71.0,611.0,8.0,133.0,22.0,14.0,186.0,40.0,70.0,82.0,7.0,17.0,3656.0,66.0,34.0,42.0,3.0,9.0,10.0,50.0,35.0,15.0,20.0,12.0,6.0
2023/02/15/00:36:02.772814,3240455,1676381762,755700752,,429.0,2041.0,214.0,776.0,1507.0,1270.0,2340.0,1205.0,1881.0,879.0,1876.0,2931.0,1783.0,3011.0,810.0,368.0,12.0,37.0,24.0,3.0,11.0,7.0,15.0,33.0,101.0,40.0,11.0,5.0,1.0,128.0,5.0,17.0,12.0,8.0,22.0,17.0,2.0,10.0,5.0,11.0,2.0,2.0,12.0,3.0,2.0,71.0,50.0,271.0,2.0,8.0,0.0,4.0,1.0,4078.0,78.0,71.0,612.0,8.0,133.0,21.0,13.0,186.0,40.0,70.0,81.0,5.0,17.0,3657.0,66.0,34.0,42.0,3.0,8.0,10.0,51.0,35.0,15.0,18.0,13.0,6.0
2023/02/15/00:36:02.772856,3240456,1676381762,756697364,,430.0,2024.0,216.0,776.0,1507.0,1270.0,2339.0,1204.0,1881.0,880.0,1876.0,2931.0,1781.0,3011.0,810.0,367.0,12.0,37.0,25.0,3.0,10.0,6.0,14.0,33.0,101.0,37.0,10.0,5.0,3.0,126.0,6.0,17.0,12.0,8.0,22.0,17.0,2.0,10.0,4.0,11.0,2.0,2.0,12.0,4.0,3.0,70.0,50.0,271.0,2.0,9.0,1.0,3.0,1.0,4079.0,78.0,71.0,612.0,8.0,133.0,22.0,14.0,188.0,40.0,70.0,82.0,5.0,17.0,3656.0,66.0,34.0,43.0,3.0,9.0,10.0,49.0,35.0,15.0,19.0,12.0,6.0
2023/02/15/00:36:02.772862,3240457,1676381762,757701490,,430.0,2034.0,216.0,776.0,1507.0,1270.0,2342.0,1204.0,1879.0,880.0,1876.0,2931.0,1781.0,3011.0,810.0,367.0,13.0,37.0,25.0,3.0,10.0,7.0,15.0,33.0,100.0,38.0,10.0,5.0,2.0,126.0,5.0,16.0,12.0,7.0,22.0,17.0,2.0,10.0,4.0,11.0,2.0,2.0,12.0,4.0,2.0,70.0,47.0,271.0,2.0,8.0,1.0,3.0,1.0,4079.0,77.0,71.0,612.0,9.0,133.0,20.0,12.0,188.0,39.0,71.0,81.0,6.0,17.0,3656.0,65.0,35.0,42.0,3.0,9.0,10.0,49.0,35.0,15.0,18.0,14.0,6.0
