time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,G_PinkieRingAb,G_ThumbIJ,G_ThumbMPJ,G_IndexPIJ,G_IndexMPJ,G_MiddlePIJ,G_MiddleMPJ,G_RingPIJ,G_RingMPJ,G_PinkieMPJ,G_PinkiePIJ,G_PalmArch,G_ThumbRotate,G_ThumbAb,G_MiddleIndexAb,G_RingMiddleAb,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,tactile16,tactile17,tactile18,tactile19,tactile20,tactile21,tactile22,tactile23,tactile24,tactile25,tactile26,tactile27,tactile28,tactile29,tactile30,tactile31,tactile32,tactile33,tactile34,tactile35,tactile36,tactile37,tactile38,tactile39,tactile40,tactile41,tactile42,tactile43,tactile44,tactile45,tactile46,tactile47,tactile48,tactile49,tactile50,tactile51,tactile52,tactile53,tactile54,tactile55,tactile56,tactile57,tactile58,tactile59,tactile60,tactile61,tactile62,tactile63,tactile64
2023/02/15/00:36:04.294796,3241985,1676381764,285696087,,384.0,2026.0,267.0,881.0,1425.0,1276.0,2359.0,1273.0,1884.0,919.0,1873.0,2929.0,1812.0,3026.0,763.0,377.0,19.0,38.0,25.0,3.0,5.0,8.0,16.0,27.0,94.0,12.0,4.0,5.0,2.0,91.0,7.0,17.0,12.0,7.0,23.0,15.0,3.0,18.0,4.0,13.0,2.0,1.0,13.0,3.0,2.0,61.0,34.0,264.0,2.0,6.0,1.0,3.0,2.0,4079.0,70.0,86.0,709.0,6.0,139.0,19.0,20.0,161.0,36.0,75.0,88.0,4.0,18.0,54.0,55.0,28.0,42.0,3.0,6.0,10.0,37.0,37.0,16.0,28.0,16.0,6.0
2023/02/15/00:36:04.294798,3241986,1676381764,286713198,,384.0,2035.0,266.0,881.0,1425.0,1276.0,2359.0,1272.0,1884.0,917.0,1873.0,2930.0,1811.0,3027.0,764.0,377.0,19.0,38.0,25.0,3.0,6.0,6.0,16.0,27.0,94.0,12.0,4.0,5.0,2.0,92.0,7.0,19.0,12.0,6.0,16.0,15.0,2.0,17.0,4.0,13.0,2.0,2.0,13.0,3.0,2.0,60.0,29.0,265.0,2.0,7.0,1.0,3.0,3.0,4077.0,70.0,86.0,709.0,8.0,139.0,19.0,20.0,160.0,35.0,74.0,89.0,5.0,17.0,54.0,56.0,28.0,42.0,3.0,6.0,10.0,37.0,37.0,16.0,28.0,15.0,6.0
2023/02/15/00:36:04.294801,3241987,1676381764,287736934,,385.0,2026.0,264.0,881.0,1425.0,1276.0,2359.0,1272.0,1883.0,916.0,1873.0,2930.0,1811.0,3028.0,763.0,375.0,19.0,37.0,23.0,3.0,6.0,8.0,15.0,27.0,94.0,11.0,4.0,5.0,2.0,90.0,7.0,17.0,12.0,8.0,27.0,15.0,2.0,18.0,4.0,13.0,2.0,1.0,14.0,3.0,2.0,61.0,33.0,265.0,2.0,5.0,1.0,3.0,2.0,4078.0,71.0,86.0,712.0,6.0,138.0,19.0,20.0,158.0,36.0,75.0,88.0,5.0,18.0,54.0,57.0,28.0,42.0,3.0,7.0,10.0,35.0,38.0,15.0,27.0,15.0,6.0
2023/02/15/00:36:04.294804,3241988,1676381764,288681855,,385.0,2035.0,264.0,881.0,1425.0,1276.0,2361.0,1271.0,1884.0,915.0,1873.0,2930.0,1811.0,3029.0,762.0,377.0,19.0,38.0,24.0,3.0,6.0,8.0,16.0,27.0,94.0,11.0,4.0,5.0,2.0,90.0,7.0,17.0,12.0,6.0,28.0,15.0,2.0,17.0,4.0,13.0,2.0,2.0,13.0,3.0,2.0,62.0,31.0,267.0,2.0,6.0,1.0,3.0,2.0,4077.0,70.0,86.0,717.0,8.0,140.0,19.0,18.0,158.0,36.0,75.0,89.0,5.0,18.0,54.0,57.0,28.0,42.0,3.0,7.0,10.0,36.0,38.0,15.0,26.0,15.0,6.0
2023/02/15/00:36:04.294808,3241989,1676381764,289718091,,384.0,2028.0,262.0,881.0,1426.0,1275.0,2358.0,1270.0,1885.0,914.0,1872.0,2929.0,1811.0,3030.0,762.0,376.0,19.0,38.0,25.0,3.0,5.0,8.0,16.0,27.0,95.0,11.0,4.0,6.0,1.0,90.0,7.0,17.0,11.0,6.0,28.0,15.0,2.0,18.0,4.0,13.0,2.0,2.0,12.0,3.0,2.0,62.0,30.0,267.0,2.0,6.0,2.0,3.0,2.0,4078.0,71.0,88.0,718.0,8.0,138.0,19.0,20.0,160.0,36.0,75.0,88.0,5.0,18.0,54.0,57.0,28.0,42.0,3.0,7.0,9.0,34.0,37.0,15.0,29.0,15.0,6.0
2023/02/15/00:36:04.294814,3241990,1676381764,290676778,,384.0,2025.0,260.0,881.0,1426.0,1275.0,2358.0,1271.0,1884.0,912.0,1873.0,2929.0,1811.0,3032.0,762.0,377.0,19.0,38.0,24.0,3.0,6.0,8.0,16.0,27.0,95.0,10.0,4.0,5.0,2.0,90.0,7.0,17.0,12.0,8.0,28.0,15.0,2.0,16.0,4.0,13.0,2.0,2.0,12.0,3.0,2.0,65.0,29.0,266.0,2.0,5.0,1.0,3.0,2.0,4077.0,71.0,86.0,721.0,9.0,139.0,19.0,19.0,161.0,34.0,75.0,87.0,4.0,18.0,54.0,56.0,29.0,42.0,3.0,7.0,10.0,34.0,37.0,14.0,28.0,14.0,5.0
2023/02/15/00:36:04.294817,3241991,1676381764,291715226,,384.0,2025.0,260.0,881.0,1425.0,1275.0,2358.0,1269.0,1884.0,911.0,1873.0,2929.0,1810.0,3032.0,761.0,376.0,20.0,38.0,24.0,3.0,6.0,9.0,16.0,27.0,95.0,10.0,4.0,5.0,1.0,92.0,7.0,17.0,12.0,6.0,28.0,15.0,3.0,16.0,4.0,12.0,2.0,2.0,13.0,3.0,2.0,64.0,30.0,267.0,2.0,6.0,1.0,3.0,2.0,4078.0,70.0,86.0,721.0,10.0,140.0,19.0,20.0,162.0,36.0,75.0,88.0,7.0,18.0,54.0,56.0,26.0,41.0,0.0,6.0,9.0,34.0,37.0,14.0,28.0,15.0,6.0
2023/02/15/00:36:04.294827,3241992,1676381764,292697173,,384.0,2023.0,258.0,881.0,1425.0,1274.0,2358.0,1269.0,1884.0,911.0,1873.0,2929.0,1810.0,3033.0,761.0,378.0,19.0,38.0,24.0,3.0,6.0,8.0,16.0,27.0,95.0,12.0,4.0,6.0,1.0,92.0,8.0,17.0,12.0,8.0,28.0,15.0,2.0,17.0,4.0,13.0,2.0,2.0,13.0,3.0,2.0,63.0,26.0,265.0,2.0,5.0,1.0,3.0,2.0,4078.0,71.0,88.0,721.0,9.0,139.0,19.0,20.0,161.0,36.0,75.0,89.0,4.0,17.0,54.0,56.0,28.0,42.0,3.0,6.0,8.0,33.0,37.0,15.0,28.0,15.0,6.0
2023/02/15/00:36:04.294830,3241993,1676381764,293716251,,385.0,2030.0,257.0,882.0,1426.0,1274.0,2358.0,1269.0,1884.0,909.0,1872.0,2929.0,1810.0,3034.0,762.0,377.0,20.0,38.0,24.0,3.0,6.0,8.0,17.0,27.0,96.0,12.0,4.0,5.0,2.0,91.0,7.0,19.0,12.0,8.0,28.0,15.0,2.0,17.0,4.0,13.0,2.0,2.0,13.0,3.0,2.0,62.0,25.0,266.0,2.0,5.0,1.0,3.0,2.0,4078.0,70.0,91.0,724.0,9.0,139.0,19.0,20.0,161.0,36.0,75.0,88.0,4.0,18.0,54.0,57.0,28.0,44.0,3.0,7.0,10.0,30.0,36.0,15.0,27.0,15.0,6.0
2023/02/15/00:36:04.294833,3241994,1676381764,294692994,,385.0,2029.0,258.0,881.0,1426.0,1274.0,2358.0,1269.0,1884.0,908.0,1872.0,2929.0,1810.0,3036.0,762.0,377.0,20.0,38.0,25.0,3.0,6.0,8.0,17.0,27.0,94.0,11.0,4.0,5.0,2.0,90.0,7.0,17.0,12.0,8.0,28.0,15.0,2.0,20.0,4.0,12.0,2.0,2.0,13.0,3.0,2.0,64.0,24.0,266.0,2.0,5.0,1.0,3.0,2.0,4078.0,71.0,89.0,722.0,10.0,140.0,19.0,22.0,158.0,36.0,75.0,87.0,4.0,18.0,54.0,55.0,29.0,42.0,3.0,6.0,10.0,33.0,37.0,15.0,26.0,16.0,6.0
2023/02/15/00:36:04.295743,3241995,1676381764,295712834,,385.0,2030.0,257.0,882.0,1426.0,1274.0,2360.0,1268.0,1884.0,907.0,1872.0,2929.0,1809.0,3037.0,759.0,377.0,20.0,38.0,25.0,3.0,5.0,8.0,17.0,27.0,95.0,11.0,4.0,6.0,2.0,90.0,7.0,17.0,12.0,6.0,28.0,15.0,2.0,17.0,4.0,12.0,2.0,2.0,14.0,3.0,2.0,66.0,23.0,265.0,2.0,5.0,1.0,3.0,2.0,4078.0,71.0,90.0,728.0,10.0,139.0,19.0,20.0,160.0,36.0,75.0,87.0,4.0,18.0,54.0,55.0,30.0,44.0,3.0,7.0,9.0,33.0,38.0,15.0,27.0,15.0,6.0
2023/02/15/00:36:04.313762,3241996,1676381764,296696753,,385.0,2029.0,256.0,881.0,1425.0,1274.0,2359.0,1268.0,1884.0,905.0,1873.0,2929.0,1809.0,3037.0,759.0,377.0,20.0,38.0,25.0,3.0,5.0,8.0,18.0,27.0,95.0,12.0,4.0,5.0,2.0,93.0,7.0,17.0,12.0,8.0,28.0,15.0,2.0,17.0,4.0,11.0,2.0,2.0,12.0,4.0,2.0,64.0,23.0,264.0,2.0,5.0,0.0,3.0,2.0,4078.0,70.0,90.0,729.0,10.0,140.0,19.0,20.0,160.0,36.0,75.0,87.0,5.0,18.0,54.0,55.0,30.0,43.0,3.0,6.0,10.0,32.0,37.0,15.0,28.0,15.0,6.0
2023/02/15/00:36:04.313769,3241997,1676381764,297712850,,384.0,2026.0,255.0,881.0,1426.0,1273.0,2362.0,1267.0,1884.0,904.0,1872.0,2929.0,1809.0,3040.0,760.0,377.0,20.0,37.0,24.0,3.0,5.0,8.0,18.0,27.0,95.0,12.0,8.0,6.0,2.0,90.0,7.0,17.0,12.0,6.0,26.0,16.0,2.0,18.0,4.0,12.0,2.0,2.0,14.0,3.0,2.0,64.0,21.0,265.0,2.0,5.0,1.0,3.0,2.0,4078.0,71.0,89.0,727.0,10.0,139.0,19.0,21.0,162.0,35.0,73.0,86.0,5.0,18.0,54.0,55.0,29.0,44.0,3.0,6.0,9.0,32.0,37.0,15.0,28.0,15.0,6.0
2023/02/15/00:36:04.313775,3241998,1676381764,298765952,,385.0,2028.0,254.0,881.0,1426.0,1274.0,2361.0,1267.0,1884.0,903.0,1872.0,2930.0,1809.0,3040.0,760.0,377.0,19.0,38.0,25.0,3.0,6.0,8.0,17.0,27.0,95.0,13.0,4.0,5.0,2.0,90.0,7.0,19.0,12.0,8.0,22.0,15.0,2.0,18.0,4.0,13.0,2.0,2.0,13.0,3.0,2.0,66.0,20.0,264.0,2.0,8.0,0.0,3.0,2.0,4078.0,71.0,91.0,735.0,10.0,139.0,19.0,21.0,162.0,36.0,76.0,86.0,4.0,18.0,54.0,55.0,29.0,44.0,3.0,6.0,10.0,32.0,38.0,13.0,28.0,15.0,6.0
2023/02/15/00:36:04.313780,3241999,1676381764,299697408,,385.0,2037.0,253.0,881.0,1426.0,1274.0,2359.0,1267.0,1884.0,902.0,1872.0,2930.0,1809.0,3041.0,758.0,376.0,19.0,38.0,25.0,3.0,6.0,8.0,18.0,27.0,95.0,13.0,4.0,5.0,2.0,91.0,7.0,17.0,12.0,8.0,25.0,16.0,2.0,18.0,4.0,13.0,2.0,2.0,13.0,3.0,2.0,63.0,19.0,264.0,2.0,7.0,1.0,3.0,2.0,4078.0,71.0,91.0,733.0,10.0,139.0,19.0,21.0,161.0,36.0,75.0,84.0,3.0,18.0,54.0,55.0,29.0,44.0,3.0,7.0,9.0,34.0,37.0,16.0,28.0,15.0,6.0
2023/02/15/00:36:04.313784,3242000,1676381764,300713139,,385.0,2023.0,252.0,881.0,1426.0,1274.0,2361.0,1266.0,1884.0,901.0,1872.0,2930.0,1808.0,3043.0,759.0,377.0,20.0,38.0,25.0,3.0,6.0,8.0,18.0,27.0,94.0,12.0,4.0,5.0,1.0,91.0,7.0,17.0,12.0,6.0,24.0,16.0,2.0,18.0,4.0,13.0,2.0,2.0,13.0,3.0,2.0,64.0,17.0,264.0,2.0,8.0,1.0,3.0,2.0,4077.0,71.0,90.0,734.0,10.0,139.0,19.0,22.0,160.0,34.0,75.0,84.0,4.0,18.0,54.0,56.0,28.0,44.0,3.0,7.0,10.0,33.0,37.0,15.0,26.0,15.0,5.0
2023/02/15/00:36:04.313787,3242001,1676381764,301696428,,385.0,2026.0,250.0,881.0,1427.0,1274.0,2362.0,1266.0,1883.0,900.0,1873.0,2929.0,1808.0,3044.0,759.0,376.0,20.0,38.0,25.0,3.0,6.0,8.0,18.0,27.0,94.0,13.0,4.0,5.0,1.0,92.0,7.0,17.0,12.0,6.0,24.0,17.0,2.0,18.0,4.0,13.0,2.0,2.0,13.0,3.0,2.0,61.0,18.0,264.0,2.0,8.0,1.0,1.0,2.0,4078.0,71.0,90.0,736.0,10.0,139.0,19.0,22.0,162.0,36.0,75.0,85.0,4.0,18.0,54.0,56.0,28.0,44.0,3.0,6.0,9.0,31.0,38.0,14.0,26.0,17.0,6.0
2023/02/15/00:36:04.313790,3242002,1676381764,302711886,,385.0,2030.0,250.0,881.0,1426.0,1273.0,2361.0,1266.0,1884.0,898.0,1873.0,2929.0,1808.0,3045.0,758.0,377.0,20.0,38.0,25.0,3.0,6.0,8.0,18.0,27.0,94.0,13.0,4.0,5.0,2.0,90.0,7.0,19.0,13.0,6.0,24.0,19.0,2.0,16.0,4.0,13.0,2.0,2.0,14.0,3.0,2.0,64.0,18.0,264.0,2.0,9.0,1.0,3.0,2.0,4078.0,71.0,90.0,740.0,9.0,140.0,19.0,24.0,158.0,36.0,75.0,84.0,4.0,18.0,54.0,55.0,28.0,45.0,2.0,7.0,8.0,30.0,38.0,15.0,27.0,15.0,6.0
2023/02/15/00:36:04.313793,3242003,1676381764,303712638,,385.0,2027.0,248.0,881.0,1426.0,1273.0,2358.0,1265.0,1883.0,897.0,1872.0,2929.0,1808.0,3047.0,759.0,376.0,20.0,38.0,25.0,3.0,6.0,7.0,18.0,27.0,94.0,14.0,4.0,5.0,2.0,87.0,7.0,17.0,13.0,5.0,22.0,15.0,2.0,16.0,4.0,11.0,2.0,2.0,14.0,3.0,2.0,64.0,17.0,264.0,2.0,8.0,1.0,3.0,2.0,4079.0,71.0,90.0,743.0,11.0,139.0,16.0,22.0,159.0,36.0,75.0,83.0,4.0,18.0,54.0,55.0,28.0,43.0,2.0,6.0,9.0,28.0,37.0,14.0,27.0,15.0,6.0
2023/02/15/00:36:04.313797,3242004,1676381764,304698812,,385.0,2027.0,246.0,881.0,1427.0,1274.0,2361.0,1265.0,1884.0,897.0,1872.0,2930.0,1807.0,3047.0,758.0,377.0,20.0,38.0,25.0,3.0,6.0,8.0,19.0,27.0,96.0,13.0,4.0,5.0,2.0,90.0,7.0,19.0,13.0,6.0,24.0,16.0,2.0,18.0,4.0,13.0,2.0,2.0,13.0,3.0,2.0,61.0,17.0,263.0,2.0,9.0,1.0,3.0,2.0,4079.0,71.0,88.0,741.0,10.0,140.0,19.0,22.0,159.0,36.0,75.0,82.0,3.0,17.0,54.0,55.0,28.0,40.0,3.0,6.0,10.0,30.0,38.0,13.0,26.0,15.0,6.0
2023/02/15/00:36:04.313802,3242005,1676381764,305719335,,385.0,2027.0,246.0,881.0,1426.0,1274.0,2358.0,1265.0,1883.0,895.0,1873.0,2929.0,1808.0,3049.0,758.0,377.0,20.0,38.0,25.0,3.0,6.0,8.0,18.0,27.0,95.0,14.0,4.0,5.0,2.0,90.0,7.0,19.0,13.0,6.0,20.0,15.0,2.0,16.0,4.0,12.0,2.0,2.0,12.0,3.0,2.0,64.0,16.0,262.0,2.0,8.0,1.0,3.0,1.0,4078.0,71.0,89.0,740.0,10.0,139.0,19.0,22.0,160.0,36.0,75.0,82.0,2.0,18.0,54.0,55.0,28.0,41.0,3.0,6.0,10.0,30.0,37.0,15.0,27.0,15.0,4.0
2023/02/15/00:36:04.313817,3242006,1676381764,306738309,,385.0,2027.0,245.0,881.0,1427.0,1274.0,2357.0,1264.0,1884.0,894.0,1873.0,2929.0,1807.0,3049.0,757.0,377.0,19.0,38.0,25.0,3.0,6.0,8.0,18.0,27.0,95.0,13.0,4.0,5.0,1.0,90.0,7.0,19.0,12.0,8.0,25.0,15.0,2.0,17.0,4.0,13.0,2.0,2.0,14.0,3.0,2.0,63.0,15.0,265.0,2.0,8.0,1.0,3.0,2.0,4078.0,71.0,89.0,746.0,11.0,140.0,17.0,22.0,159.0,36.0,76.0,82.0,3.0,18.0,54.0,55.0,29.0,42.0,3.0,7.0,10.0,29.0,38.0,13.0,27.0,16.0,6.0
2023/02/15/00:36:04.313825,3242007,1676381764,307719189,,385.0,2026.0,244.0,881.0,1427.0,1274.0,2359.0,1264.0,1883.0,892.0,1872.0,2930.0,1807.0,3051.0,758.0,376.0,22.0,38.0,25.0,3.0,6.0,8.0,18.0,27.0,94.0,15.0,4.0,4.0,2.0,90.0,7.0,19.0,12.0,8.0,26.0,15.0,3.0,16.0,4.0,12.0,2.0,2.0,13.0,3.0,2.0,63.0,14.0,264.0,2.0,8.0,1.0,3.0,1.0,4078.0,71.0,88.0,746.0,12.0,140.0,17.0,22.0,161.0,36.0,75.0,82.0,4.0,18.0,54.0,54.0,28.0,42.0,3.0,7.0,10.0,28.0,37.0,14.0,27.0,16.0,6.0
2023/02/15/00:36:04.313830,3242008,1676381764,308699026,,385.0,2023.0,244.0,881.0,1427.0,1274.0,2359.0,1264.0,1883.0,891.0,1873.0,2929.0,1807.0,3053.0,757.0,377.0,20.0,38.0,26.0,3.0,5.0,8.0,18.0,27.0,95.0,14.0,4.0,5.0,2.0,90.0,8.0,19.0,12.0,6.0,26.0,16.0,2.0,16.0,4.0,12.0,2.0,2.0,13.0,3.0,2.0,65.0,15.0,263.0,2.0,8.0,1.0,3.0,2.0,4078.0,71.0,88.0,749.0,12.0,140.0,18.0,21.0,160.0,35.0,75.0,82.0,2.0,18.0,54.0,55.0,28.0,42.0,3.0,6.0,9.0,29.0,37.0,14.0,27.0,16.0,6.0
2023/02/15/00:36:04.313835,3242009,1676381764,309715414,,385.0,2026.0,244.0,881.0,1427.0,1274.0,2360.0,1264.0,1884.0,890.0,1873.0,2929.0,1807.0,3054.0,757.0,377.0,20.0,38.0,26.0,3.0,6.0,7.0,19.0,27.0,94.0,14.0,4.0,5.0,2.0,90.0,7.0,19.0,12.0,7.0,26.0,15.0,2.0,17.0,4.0,12.0,2.0,2.0,13.0,3.0,2.0,64.0,14.0,263.0,2.0,9.0,1.0,3.0,2.0,4078.0,71.0,88.0,747.0,12.0,140.0,19.0,22.0,158.0,36.0,76.0,81.0,2.0,18.0,54.0,54.0,28.0,43.0,3.0,7.0,10.0,28.0,38.0,13.0,26.0,15.0,6.0
2023/02/15/00:36:04.313839,3242010,1676381764,310914924,,385.0,2023.0,242.0,881.0,1427.0,1274.0,2357.0,1263.0,1883.0,889.0,1873.0,2929.0,1806.0,3056.0,757.0,376.0,19.0,38.0,25.0,3.0,6.0,7.0,18.0,27.0,94.0,14.0,4.0,5.0,2.0,89.0,7.0,19.0,12.0,6.0,28.0,15.0,2.0,17.0,4.0,12.0,2.0,2.0,13.0,3.0,2.0,68.0,13.0,264.0,2.0,8.0,1.0,3.0,2.0,4079.0,72.0,88.0,749.0,13.0,140.0,19.0,22.0,160.0,36.0,76.0,81.0,2.0,18.0,54.0,54.0,27.0,44.0,3.0,7.0,9.0,28.0,37.0,14.0,26.0,16.0,6.0
2023/02/15/00:36:04.313844,3242011,1676381764,311717549,,385.0,2024.0,241.0,881.0,1426.0,1274.0,2359.0,1262.0,1884.0,887.0,1873.0,2929.0,1807.0,3056.0,756.0,376.0,19.0,37.0,25.0,3.0,5.0,7.0,19.0,27.0,94.0,15.0,4.0,5.0,2.0,87.0,7.0,17.0,13.0,5.0,27.0,15.0,2.0,17.0,4.0,12.0,2.0,2.0,13.0,3.0,2.0,66.0,14.0,263.0,2.0,8.0,1.0,3.0,2.0,4078.0,71.0,89.0,743.0,12.0,140.0,19.0,20.0,159.0,36.0,75.0,81.0,2.0,18.0,54.0,54.0,27.0,43.0,3.0,7.0,9.0,30.0,37.0,13.0,27.0,15.0,6.0
2023/02/15/00:36:04.313848,3242012,1676381764,312697155,,385.0,2026.0,240.0,882.0,1427.0,1274.0,2359.0,1262.0,1882.0,886.0,1873.0,2929.0,1806.0,3058.0,756.0,377.0,18.0,37.0,25.0,1.0,6.0,7.0,18.0,27.0,95.0,15.0,4.0,5.0,2.0,87.0,7.0,17.0,13.0,6.0,17.0,15.0,2.0,18.0,4.0,12.0,2.0,2.0,12.0,1.0,2.0,68.0,14.0,263.0,2.0,9.0,1.0,3.0,1.0,4078.0,71.0,88.0,746.0,12.0,140.0,18.0,22.0,158.0,36.0,75.0,80.0,2.0,18.0,54.0,54.0,26.0,42.0,3.0,7.0,9.0,30.0,38.0,14.0,26.0,15.0,6.0
2023/02/15/00:36:04.313852,3242013,1676381764,313712563,,386.0,2021.0,240.0,881.0,1427.0,1274.0,2359.0,1262.0,1883.0,886.0,1873.0,2929.0,1806.0,3059.0,755.0,376.0,18.0,38.0,25.0,3.0,5.0,7.0,18.0,27.0,96.0,14.0,4.0,5.0,2.0,86.0,7.0,19.0,12.0,6.0,17.0,15.0,2.0,18.0,4.0,12.0,2.0,2.0,12.0,3.0,2.0,68.0,14.0,262.0,2.0,9.0,1.0,3.0,0.0,4079.0,71.0,88.0,745.0,12.0,140.0,19.0,21.0,160.0,36.0,75.0,80.0,2.0,18.0,54.0,54.0,26.0,44.0,3.0,7.0,10.0,26.0,38.0,15.0,27.0,16.0,6.0
2023/02/15/00:36:04.314741,3242014,1676381764,314700776,,385.0,2022.0,238.0,881.0,1427.0,1274.0,2356.0,1261.0,1884.0,885.0,1873.0,2930.0,1806.0,3060.0,756.0,377.0,20.0,38.0,25.0,3.0,6.0,8.0,19.0,27.0,93.0,16.0,4.0,5.0,2.0,87.0,7.0,19.0,12.0,6.0,28.0,15.0,2.0,18.0,4.0,12.0,2.0,2.0,13.0,3.0,2.0,65.0,14.0,262.0,2.0,8.0,1.0,3.0,1.0,4079.0,71.0,89.0,750.0,10.0,140.0,18.0,22.0,161.0,36.0,75.0,81.0,2.0,18.0,54.0,55.0,26.0,42.0,3.0,7.0,9.0,28.0,38.0,15.0,28.0,15.0,6.0
2023/02/15/00:36:04.332743,3242015,1676381764,315729827,,386.0,2024.0,238.0,881.0,1427.0,1274.0,2357.0,1261.0,1883.0,885.0,1873.0,2929.0,1806.0,3062.0,755.0,377.0,19.0,38.0,26.0,3.0,5.0,8.0,18.0,27.0,94.0,14.0,4.0,5.0,2.0,87.0,7.0,17.0,12.0,9.0,27.0,15.0,2.0,18.0,4.0,12.0,2.0,2.0,13.0,3.0,2.0,65.0,14.0,264.0,2.0,7.0,0.0,3.0,0.0,4078.0,71.0,88.0,747.0,11.0,140.0,17.0,22.0,161.0,36.0,76.0,80.0,2.0,18.0,54.0,55.0,26.0,43.0,3.0,6.0,9.0,27.0,36.0,15.0,27.0,15.0,6.0
2023/02/15/00:36:04.332748,3242016,1676381764,316682439,,385.0,2026.0,237.0,880.0,1427.0,1273.0,2356.0,1260.0,1884.0,884.0,1873.0,2929.0,1806.0,3063.0,756.0,376.0,20.0,38.0,26.0,3.0,6.0,7.0,19.0,27.0,93.0,12.0,4.0,5.0,2.0,89.0,7.0,19.0,13.0,6.0,26.0,15.0,2.0,17.0,4.0,13.0,2.0,2.0,12.0,3.0,2.0,66.0,15.0,263.0,2.0,8.0,1.0,3.0,2.0,4078.0,70.0,90.0,748.0,11.0,141.0,17.0,23.0,161.0,36.0,75.0,80.0,3.0,18.0,54.0,54.0,26.0,44.0,3.0,8.0,9.0,27.0,37.0,15.0,27.0,16.0,6.0
2023/02/15/00:36:04.332754,3242017,1676381764,317714800,,386.0,2023.0,237.0,880.0,1427.0,1274.0,2357.0,1260.0,1884.0,883.0,1873.0,2929.0,1805.0,3065.0,754.0,375.0,20.0,38.0,25.0,3.0,6.0,7.0,18.0,27.0,94.0,12.0,4.0,6.0,2.0,87.0,7.0,18.0,12.0,6.0,17.0,15.0,2.0,18.0,4.0,12.0,2.0,2.0,13.0,3.0,2.0,68.0,16.0,265.0,2.0,8.0,1.0,0.0,2.0,4078.0,71.0,88.0,748.0,11.0,141.0,17.0,23.0,161.0,36.0,76.0,80.0,2.0,18.0,54.0,55.0,26.0,44.0,3.0,8.0,9.0,26.0,38.0,16.0,26.0,18.0,6.0
2023/02/15/00:36:04.332758,3242018,1676381764,318766998,,386.0,2023.0,236.0,881.0,1427.0,1274.0,2358.0,1260.0,1883.0,882.0,1873.0,2929.0,1805.0,3066.0,755.0,376.0,20.0,38.0,26.0,3.0,6.0,5.0,18.0,27.0,95.0,12.0,4.0,5.0,2.0,89.0,7.0,17.0,13.0,5.0,28.0,15.0,2.0,16.0,4.0,12.0,2.0,2.0,12.0,3.0,2.0,66.0,14.0,262.0,2.0,8.0,0.0,3.0,2.0,4078.0,71.0,88.0,750.0,12.0,140.0,17.0,24.0,160.0,36.0,75.0,80.0,2.0,18.0,54.0,55.0,26.0,44.0,3.0,9.0,9.0,26.0,37.0,14.0,27.0,15.0,6.0
2023/02/15/00:36:04.332764,3242019,1676381764,319681425,,386.0,2025.0,234.0,881.0,1428.0,1273.0,2357.0,1259.0,1884.0,880.0,1872.0,2930.0,1805.0,3068.0,754.0,376.0,21.0,38.0,26.0,3.0,6.0,7.0,18.0,27.0,93.0,16.0,4.0,5.0,2.0,87.0,7.0,19.0,12.0,5.0,28.0,15.0,2.0,16.0,5.0,12.0,2.0,2.0,13.0,3.0,2.0,68.0,14.0,263.0,2.0,8.0,1.0,3.0,1.0,4078.0,71.0,89.0,753.0,11.0,140.0,17.0,25.0,161.0,34.0,75.0,78.0,2.0,18.0,54.0,54.0,26.0,43.0,3.0,9.0,8.0,26.0,37.0,14.0,27.0,15.0,6.0
2023/02/15/00:36:04.332769,3242020,1676381764,320714002,,386.0,2026.0,234.0,881.0,1428.0,1273.0,2359.0,1259.0,1883.0,880.0,1873.0,2929.0,1805.0,3069.0,753.0,375.0,20.0,37.0,26.0,3.0,5.0,7.0,20.0,27.0,94.0,14.0,4.0,5.0,2.0,88.0,6.0,19.0,12.0,5.0,28.0,15.0,2.0,18.0,4.0,12.0,2.0,2.0,13.0,3.0,2.0,66.0,12.0,262.0,2.0,8.0,1.0,3.0,1.0,4078.0,71.0,88.0,753.0,11.0,140.0,19.0,26.0,160.0,36.0,76.0,77.0,2.0,16.0,54.0,54.0,26.0,43.0,3.0,10.0,9.0,26.0,37.0,14.0,27.0,16.0,6.0
2023/02/15/00:36:04.332772,3242021,1676381764,321677392,,386.0,2025.0,234.0,880.0,1428.0,1272.0,2360.0,1259.0,1883.0,879.0,1873.0,2929.0,1805.0,3071.0,753.0,377.0,21.0,38.0,25.0,3.0,6.0,7.0,18.0,27.0,94.0,13.0,4.0,5.0,2.0,87.0,6.0,19.0,12.0,5.0,28.0,15.0,2.0,16.0,4.0,13.0,2.0,2.0,13.0,3.0,2.0,68.0,13.0,262.0,2.0,7.0,1.0,3.0,1.0,4079.0,71.0,88.0,758.0,11.0,140.0,19.0,26.0,158.0,36.0,76.0,78.0,2.0,18.0,54.0,54.0,25.0,43.0,3.0,10.0,8.0,25.0,38.0,15.0,27.0,16.0,6.0
