time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,tactile16,tactile17,tactile18,tactile19,tactile20,tactile21,tactile22,tactile23,tactile24,tactile25,tactile26,tactile27,tactile28,tactile29,tactile30,tactile31,tactile32,tactile33,tactile34,tactile35,tactile36,tactile37,tactile38,tactile39,tactile40,tactile41,tactile42,tactile43,tactile44,tactile45,tactile46,tactile47,tactile48,tactile49,tactile50,tactile51,tactile52,tactile53,tactile54,tactile55,tactile56,tactile57,tactile58,tactile59,tactile60,tactile61,tactile62,tactile63,tactile64
2023/02/15/00:36:02.978756,3240678,1676381762,978700082,,10.0, 37.0, 23.0, 3.0, 11.0, 7.0, 18.0, 32.0, 102.0, 26.0, 10.0, 4.0, 1.0, 110.0, 6.0, 19.0, 13.0, 9.0, 18.0, 19.0, 2.0, 13.0, 4.0, 8.0, 2.0, 1.0, 12.0, 3.0, 2.0, 66.0, 69.0, 275.0, 2.0, 15.0, 1.0, 3.0, 1.0, 4079.0, 70.0, 78.0, 681.0, 10.0, 134.0, 22.0, 11.0, 175.0, 32.0, 70.0, 131.0, 27.0, 18.0, 3647.0, 65.0, 34.0, 44.0, 3.0, 7.0, 13.0, 82.0, 35.0, 13.0, 21.0, 16.0, 6.0
2023/02/15/00:36:02.979720,3240679,1676381762,979674807,,11.0, 37.0, 22.0, 3.0, 10.0, 8.0, 18.0, 32.0, 103.0, 26.0, 10.0, 5.0, 2.0, 109.0, 5.0, 17.0, 13.0, 8.0, 28.0, 19.0, 2.0, 13.0, 4.0, 8.0, 2.0, 0.0, 13.0, 5.0, 2.0, 68.0, 69.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 69.0, 78.0, 682.0, 10.0, 134.0, 20.0, 12.0, 175.0, 31.0, 73.0, 134.0, 27.0, 18.0, 3647.0, 68.0, 36.0, 44.0, 3.0, 7.0, 12.0, 83.0, 35.0, 14.0, 21.0, 16.0, 6.0
2023/02/15/00:36:02.980706,3240680,1676381762,980661003,,10.0, 38.0, 22.0, 3.0, 10.0, 8.0, 18.0, 32.0, 102.0, 26.0, 10.0, 5.0, 1.0, 109.0, 6.0, 17.0, 13.0, 8.0, 26.0, 19.0, 3.0, 11.0, 4.0, 8.0, 2.0, 1.0, 12.0, 5.0, 2.0, 66.0, 69.0, 275.0, 2.0, 14.0, 2.0, 3.0, 1.0, 4079.0, 69.0, 78.0, 682.0, 10.0, 134.0, 22.0, 11.0, 175.0, 30.0, 70.0, 134.0, 28.0, 18.0, 3648.0, 66.0, 34.0, 43.0, 3.0, 8.0, 12.0, 86.0, 35.0, 14.0, 22.0, 16.0, 6.0
2023/02/15/00:36:02.981712,3240681,1676381762,981666824,,10.0, 38.0, 22.0, 3.0, 10.0, 8.0, 18.0, 32.0, 102.0, 26.0, 9.0, 5.0, 2.0, 111.0, 5.0, 17.0, 13.0, 9.0, 28.0, 19.0, 2.0, 11.0, 4.0, 8.0, 2.0, 0.0, 12.0, 4.0, 2.0, 68.0, 69.0, 275.0, 2.0, 15.0, 1.0, 3.0, 1.0, 4079.0, 69.0, 77.0, 682.0, 10.0, 135.0, 21.0, 11.0, 175.0, 30.0, 70.0, 134.0, 28.0, 18.0, 3647.0, 64.0, 34.0, 44.0, 3.0, 8.0, 13.0, 86.0, 35.0, 13.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.982698,3240682,1676381762,982661179,,10.0, 37.0, 22.0, 3.0, 10.0, 8.0, 18.0, 33.0, 103.0, 26.0, 9.0, 5.0, 1.0, 111.0, 5.0, 19.0, 13.0, 8.0, 26.0, 19.0, 2.0, 12.0, 4.0, 8.0, 2.0, 0.0, 12.0, 4.0, 2.0, 66.0, 68.0, 275.0, 2.0, 12.0, 1.0, 3.0, 1.0, 4078.0, 68.0, 78.0, 683.0, 10.0, 135.0, 22.0, 11.0, 177.0, 30.0, 70.0, 135.0, 27.0, 18.0, 3647.0, 65.0, 34.0, 42.0, 3.0, 8.0, 12.0, 87.0, 35.0, 12.0, 22.0, 16.0, 5.0
2023/02/15/00:36:02.983745,3240683,1676381762,983677929,,10.0, 37.0, 22.0, 3.0, 9.0, 8.0, 18.0, 33.0, 102.0, 26.0, 10.0, 4.0, 2.0, 110.0, 4.0, 17.0, 13.0, 8.0, 26.0, 19.0, 2.0, 10.0, 4.0, 8.0, 2.0, 1.0, 12.0, 4.0, 2.0, 68.0, 70.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 78.0, 683.0, 10.0, 135.0, 20.0, 11.0, 175.0, 31.0, 70.0, 136.0, 27.0, 18.0, 3648.0, 64.0, 34.0, 42.0, 3.0, 8.0, 12.0, 86.0, 36.0, 13.0, 22.0, 16.0, 5.0
2023/02/15/00:36:02.984712,3240684,1676381762,984661739,,10.0, 38.0, 22.0, 3.0, 9.0, 8.0, 18.0, 32.0, 102.0, 26.0, 9.0, 4.0, 2.0, 111.0, 4.0, 17.0, 13.0, 8.0, 26.0, 19.0, 2.0, 11.0, 4.0, 9.0, 2.0, 0.0, 12.0, 4.0, 2.0, 67.0, 69.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 78.0, 684.0, 10.0, 135.0, 20.0, 11.0, 175.0, 30.0, 69.0, 136.0, 27.0, 18.0, 3648.0, 64.0, 34.0, 42.0, 2.0, 8.0, 13.0, 85.0, 35.0, 13.0, 22.0, 16.0, 5.0
2023/02/15/00:36:02.985718,3240685,1676381762,985669041,,10.0, 38.0, 22.0, 3.0, 8.0, 8.0, 18.0, 33.0, 103.0, 26.0, 8.0, 4.0, 2.0, 111.0, 5.0, 17.0, 13.0, 8.0, 25.0, 19.0, 2.0, 10.0, 4.0, 9.0, 2.0, 0.0, 13.0, 4.0, 2.0, 68.0, 70.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 79.0, 683.0, 10.0, 134.0, 20.0, 10.0, 175.0, 30.0, 70.0, 135.0, 27.0, 18.0, 3647.0, 65.0, 34.0, 41.0, 3.0, 7.0, 13.0, 87.0, 35.0, 14.0, 22.0, 14.0, 5.0
2023/02/15/00:36:02.986703,3240686,1676381762,986660722,,10.0, 37.0, 23.0, 3.0, 9.0, 8.0, 18.0, 33.0, 102.0, 26.0, 9.0, 5.0, 2.0, 110.0, 5.0, 17.0, 14.0, 8.0, 26.0, 19.0, 2.0, 12.0, 4.0, 8.0, 2.0, 0.0, 12.0, 4.0, 2.0, 66.0, 70.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 66.0, 80.0, 684.0, 10.0, 135.0, 19.0, 11.0, 177.0, 31.0, 69.0, 134.0, 27.0, 18.0, 3648.0, 64.0, 34.0, 42.0, 3.0, 7.0, 13.0, 88.0, 35.0, 15.0, 22.0, 16.0, 5.0
2023/02/15/00:36:02.987735,3240687,1676381762,987674428,,10.0, 38.0, 22.0, 3.0, 8.0, 8.0, 19.0, 32.0, 101.0, 28.0, 8.0, 5.0, 2.0, 109.0, 6.0, 17.0, 13.0, 8.0, 26.0, 19.0, 2.0, 12.0, 4.0, 8.0, 2.0, 0.0, 12.0, 3.0, 2.0, 66.0, 69.0, 275.0, 2.0, 15.0, 1.0, 3.0, 1.0, 4079.0, 69.0, 79.0, 685.0, 10.0, 136.0, 19.0, 11.0, 176.0, 30.0, 69.0, 134.0, 28.0, 18.0, 3648.0, 65.0, 34.0, 43.0, 3.0, 7.0, 11.0, 88.0, 35.0, 14.0, 22.0, 16.0, 5.0
2023/02/15/00:36:02.988710,3240688,1676381762,988660548,,10.0, 38.0, 21.0, 3.0, 8.0, 8.0, 18.0, 33.0, 102.0, 27.0, 8.0, 5.0, 1.0, 111.0, 6.0, 17.0, 13.0, 8.0, 26.0, 19.0, 2.0, 12.0, 4.0, 8.0, 2.0, 0.0, 12.0, 4.0, 2.0, 66.0, 70.0, 275.0, 2.0, 14.0, 2.0, 3.0, 1.0, 4079.0, 68.0, 78.0, 684.0, 10.0, 136.0, 19.0, 11.0, 175.0, 30.0, 69.0, 134.0, 26.0, 18.0, 3648.0, 65.0, 36.0, 44.0, 3.0, 8.0, 13.0, 90.0, 35.0, 13.0, 22.0, 16.0, 5.0
2023/02/15/00:36:02.989704,3240689,1676381762,989667695,,10.0, 38.0, 22.0, 3.0, 8.0, 6.0, 18.0, 33.0, 102.0, 26.0, 9.0, 4.0, 1.0, 111.0, 5.0, 19.0, 13.0, 9.0, 26.0, 19.0, 2.0, 11.0, 4.0, 9.0, 2.0, 0.0, 13.0, 4.0, 2.0, 66.0, 69.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4080.0, 68.0, 79.0, 684.0, 10.0, 136.0, 20.0, 11.0, 175.0, 31.0, 70.0, 134.0, 27.0, 17.0, 3648.0, 65.0, 34.0, 42.0, 3.0, 8.0, 13.0, 90.0, 36.0, 14.0, 23.0, 15.0, 5.0
2023/02/15/00:36:02.990700,3240690,1676381762,990659990,,10.0, 38.0, 23.0, 3.0, 9.0, 8.0, 18.0, 33.0, 102.0, 26.0, 10.0, 5.0, 2.0, 112.0, 6.0, 17.0, 12.0, 9.0, 25.0, 19.0, 3.0, 11.0, 4.0, 8.0, 2.0, 0.0, 12.0, 4.0, 2.0, 68.0, 71.0, 275.0, 2.0, 14.0, 0.0, 3.0, 1.0, 4079.0, 66.0, 80.0, 684.0, 10.0, 136.0, 19.0, 10.0, 175.0, 30.0, 71.0, 134.0, 26.0, 18.0, 3649.0, 64.0, 34.0, 44.0, 3.0, 7.0, 12.0, 92.0, 35.0, 14.0, 23.0, 16.0, 6.0
2023/02/15/00:36:02.991724,3240691,1676381762,991668947,,10.0, 38.0, 23.0, 3.0, 8.0, 8.0, 19.0, 33.0, 101.0, 28.0, 9.0, 4.0, 2.0, 111.0, 6.0, 17.0, 13.0, 9.0, 26.0, 19.0, 2.0, 11.0, 4.0, 9.0, 2.0, 0.0, 13.0, 4.0, 2.0, 68.0, 70.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 67.0, 80.0, 684.0, 10.0, 136.0, 19.0, 10.0, 175.0, 30.0, 71.0, 134.0, 25.0, 18.0, 3648.0, 65.0, 34.0, 43.0, 3.0, 7.0, 13.0, 93.0, 35.0, 14.0, 23.0, 16.0, 5.0
2023/02/15/00:36:02.992714,3240692,1676381762,992665055,,10.0, 38.0, 22.0, 3.0, 8.0, 8.0, 18.0, 33.0, 101.0, 27.0, 9.0, 5.0, 2.0, 109.0, 6.0, 17.0, 13.0, 9.0, 26.0, 19.0, 2.0, 11.0, 4.0, 9.0, 2.0, 0.0, 13.0, 4.0, 2.0, 68.0, 71.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 66.0, 80.0, 684.0, 10.0, 136.0, 19.0, 11.0, 175.0, 30.0, 70.0, 134.0, 24.0, 18.0, 3648.0, 64.0, 34.0, 43.0, 3.0, 8.0, 13.0, 94.0, 36.0, 12.0, 23.0, 16.0, 5.0
2023/02/15/00:36:02.993752,3240693,1676381762,993678108,,10.0, 38.0, 22.0, 3.0, 9.0, 8.0, 18.0, 33.0, 102.0, 26.0, 8.0, 4.0, 2.0, 113.0, 6.0, 17.0, 12.0, 9.0, 26.0, 19.0, 2.0, 12.0, 2.0, 8.0, 2.0, 0.0, 12.0, 4.0, 2.0, 68.0, 72.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 66.0, 81.0, 684.0, 10.0, 136.0, 20.0, 10.0, 175.0, 29.0, 69.0, 134.0, 26.0, 18.0, 3647.0, 64.0, 34.0, 44.0, 3.0, 8.0, 13.0, 95.0, 35.0, 13.0, 23.0, 16.0, 6.0
2023/02/15/00:36:02.994711,3240694,1676381762,994662867,,11.0, 38.0, 22.0, 3.0, 8.0, 8.0, 18.0, 33.0, 104.0, 27.0, 8.0, 4.0, 1.0, 113.0, 6.0, 19.0, 12.0, 9.0, 25.0, 19.0, 2.0, 10.0, 4.0, 8.0, 2.0, 1.0, 13.0, 3.0, 2.0, 68.0, 72.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 66.0, 80.0, 684.0, 11.0, 136.0, 20.0, 11.0, 175.0, 28.0, 70.0, 136.0, 25.0, 18.0, 3647.0, 65.0, 34.0, 44.0, 3.0, 8.0, 13.0, 94.0, 35.0, 15.0, 23.0, 16.0, 5.0
2023/02/15/00:36:02.995722,3240695,1676381762,995671075,,10.0, 38.0, 23.0, 4.0, 7.0, 8.0, 18.0, 32.0, 102.0, 27.0, 8.0, 5.0, 1.0, 112.0, 7.0, 18.0, 12.0, 9.0, 25.0, 19.0, 2.0, 10.0, 4.0, 8.0, 2.0, 0.0, 13.0, 3.0, 2.0, 66.0, 73.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 66.0, 80.0, 684.0, 10.0, 136.0, 20.0, 10.0, 175.0, 29.0, 70.0, 136.0, 24.0, 18.0, 3647.0, 64.0, 34.0, 44.0, 3.0, 7.0, 12.0, 94.0, 35.0, 14.0, 23.0, 16.0, 5.0
2023/02/15/00:36:02.996714,3240696,1676381762,996662673,,11.0, 38.0, 23.0, 4.0, 9.0, 8.0, 18.0, 32.0, 104.0, 28.0, 8.0, 4.0, 1.0, 113.0, 6.0, 17.0, 13.0, 8.0, 26.0, 19.0, 2.0, 11.0, 4.0, 8.0, 2.0, 0.0, 13.0, 5.0, 2.0, 68.0, 72.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 67.0, 81.0, 684.0, 10.0, 136.0, 22.0, 8.0, 176.0, 28.0, 70.0, 137.0, 24.0, 19.0, 3647.0, 65.0, 34.0, 42.0, 3.0, 6.0, 12.0, 93.0, 36.0, 14.0, 22.0, 16.0, 5.0
2023/02/15/00:36:02.997933,3240697,1676381762,997717389,,10.0, 37.0, 23.0, 3.0, 8.0, 8.0, 18.0, 32.0, 104.0, 27.0, 8.0, 5.0, 1.0, 114.0, 7.0, 19.0, 12.0, 8.0, 26.0, 19.0, 2.0, 11.0, 4.0, 9.0, 2.0, 0.0, 13.0, 6.0, 2.0, 68.0, 72.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 66.0, 81.0, 685.0, 10.0, 136.0, 21.0, 8.0, 177.0, 29.0, 70.0, 138.0, 24.0, 18.0, 3647.0, 64.0, 34.0, 42.0, 3.0, 8.0, 13.0, 94.0, 35.0, 15.0, 23.0, 16.0, 5.0
2023/02/15/00:36:02.998703,3240698,1676381762,998659324,,10.0, 38.0, 23.0, 3.0, 8.0, 8.0, 18.0, 32.0, 104.0, 28.0, 8.0, 5.0, 1.0, 113.0, 7.0, 19.0, 12.0, 9.0, 25.0, 19.0, 2.0, 10.0, 4.0, 8.0, 2.0, 0.0, 13.0, 6.0, 2.0, 67.0, 72.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 66.0, 82.0, 685.0, 9.0, 136.0, 21.0, 10.0, 175.0, 29.0, 70.0, 136.0, 25.0, 18.0, 3646.0, 65.0, 34.0, 44.0, 3.0, 7.0, 13.0, 97.0, 36.0, 15.0, 23.0, 17.0, 6.0
2023/02/15/00:36:02.999708,3240699,1676381762,999667898,,10.0, 38.0, 23.0, 3.0, 9.0, 8.0, 18.0, 32.0, 104.0, 28.0, 8.0, 4.0, 2.0, 114.0, 7.0, 19.0, 12.0, 9.0, 25.0, 19.0, 2.0, 12.0, 4.0, 8.0, 2.0, 0.0, 13.0, 5.0, 2.0, 68.0, 73.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 66.0, 81.0, 686.0, 10.0, 136.0, 20.0, 10.0, 177.0, 29.0, 70.0, 136.0, 23.0, 18.0, 3646.0, 65.0, 34.0, 43.0, 3.0, 8.0, 13.0, 94.0, 36.0, 14.0, 23.0, 17.0, 5.0
2023/02/15/00:36:03.000697,3240700,1676381763,659535,,11.0, 38.0, 23.0, 3.0, 8.0, 8.0, 18.0, 32.0, 104.0, 28.0, 8.0, 3.0, 2.0, 112.0, 6.0, 19.0, 12.0, 10.0, 25.0, 19.0, 3.0, 12.0, 4.0, 8.0, 2.0, 0.0, 13.0, 6.0, 2.0, 66.0, 72.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 66.0, 81.0, 687.0, 9.0, 136.0, 21.0, 10.0, 177.0, 29.0, 71.0, 140.0, 23.0, 18.0, 3647.0, 64.0, 36.0, 44.0, 3.0, 8.0, 14.0, 97.0, 35.0, 17.0, 23.0, 16.0, 6.0
2023/02/15/00:36:03.001712,3240701,1676381763,1668156,,11.0, 37.0, 23.0, 3.0, 8.0, 8.0, 18.0, 32.0, 104.0, 29.0, 8.0, 4.0, 1.0, 111.0, 6.0, 19.0, 12.0, 9.0, 25.0, 19.0, 2.0, 11.0, 4.0, 8.0, 2.0, 0.0, 13.0, 6.0, 2.0, 68.0, 73.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 65.0, 81.0, 686.0, 10.0, 136.0, 21.0, 10.0, 177.0, 28.0, 70.0, 138.0, 26.0, 18.0, 3648.0, 64.0, 34.0, 43.0, 3.0, 6.0, 13.0, 98.0, 36.0, 15.0, 23.0, 16.0, 6.0
2023/02/15/00:36:03.002837,3240702,1676381763,2690637,,10.0, 37.0, 23.0, 3.0, 8.0, 8.0, 18.0, 32.0, 104.0, 29.0, 8.0, 4.0, 1.0, 112.0, 6.0, 19.0, 12.0, 9.0, 26.0, 19.0, 2.0, 11.0, 4.0, 7.0, 2.0, 0.0, 13.0, 6.0, 2.0, 67.0, 73.0, 275.0, 2.0, 14.0, 2.0, 3.0, 1.0, 4079.0, 66.0, 80.0, 690.0, 9.0, 136.0, 20.0, 10.0, 177.0, 29.0, 69.0, 139.0, 23.0, 18.0, 3648.0, 65.0, 34.0, 44.0, 3.0, 7.0, 13.0, 98.0, 35.0, 15.0, 23.0, 16.0, 6.0
2023/02/15/00:36:03.003723,3240703,1676381763,3673577,,10.0, 38.0, 23.0, 3.0, 8.0, 9.0, 18.0, 32.0, 104.0, 28.0, 8.0, 4.0, 1.0, 111.0, 6.0, 19.0, 12.0, 8.0, 26.0, 19.0, 2.0, 10.0, 4.0, 9.0, 2.0, 0.0, 13.0, 5.0, 2.0, 68.0, 76.0, 275.0, 2.0, 11.0, 1.0, 3.0, 2.0, 4080.0, 65.0, 81.0, 686.0, 10.0, 136.0, 21.0, 10.0, 177.0, 29.0, 70.0, 141.0, 23.0, 18.0, 3648.0, 65.0, 34.0, 43.0, 3.0, 7.0, 13.0, 99.0, 35.0, 14.0, 23.0, 17.0, 6.0
2023/02/15/00:36:03.004700,3240704,1676381763,4659142,,11.0, 38.0, 23.0, 3.0, 8.0, 8.0, 18.0, 32.0, 102.0, 28.0, 10.0, 3.0, 1.0, 110.0, 7.0, 19.0, 13.0, 10.0, 26.0, 19.0, 2.0, 12.0, 4.0, 9.0, 2.0, 0.0, 13.0, 6.0, 2.0, 68.0, 74.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 65.0, 81.0, 687.0, 10.0, 136.0, 22.0, 9.0, 178.0, 29.0, 70.0, 140.0, 22.0, 18.0, 3649.0, 65.0, 34.0, 44.0, 3.0, 7.0, 13.0, 100.0, 36.0, 13.0, 24.0, 16.0, 6.0
2023/02/15/00:36:03.005713,3240705,1676381763,5668643,,10.0, 38.0, 24.0, 3.0, 8.0, 7.0, 18.0, 32.0, 103.0, 28.0, 8.0, 5.0, 1.0, 109.0, 6.0, 19.0, 13.0, 9.0, 26.0, 19.0, 2.0, 10.0, 4.0, 8.0, 2.0, 0.0, 13.0, 6.0, 2.0, 68.0, 73.0, 275.0, 2.0, 14.0, 1.0, 3.0, 2.0, 4079.0, 66.0, 82.0, 686.0, 10.0, 136.0, 21.0, 9.0, 178.0, 29.0, 70.0, 141.0, 21.0, 18.0, 3650.0, 64.0, 36.0, 43.0, 3.0, 6.0, 13.0, 100.0, 36.0, 14.0, 24.0, 15.0, 6.0
2023/02/15/00:36:03.006731,3240706,1676381763,6689609,,11.0, 38.0, 24.0, 3.0, 8.0, 8.0, 18.0, 33.0, 101.0, 28.0, 8.0, 4.0, 2.0, 111.0, 7.0, 19.0, 13.0, 8.0, 28.0, 19.0, 2.0, 10.0, 4.0, 8.0, 2.0, 0.0, 13.0, 6.0, 2.0, 69.0, 73.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4080.0, 65.0, 81.0, 689.0, 10.0, 138.0, 21.0, 9.0, 178.0, 30.0, 68.0, 141.0, 21.0, 18.0, 3651.0, 65.0, 34.0, 44.0, 3.0, 7.0, 13.0, 103.0, 36.0, 15.0, 25.0, 16.0, 6.0
2023/02/15/00:36:03.007714,3240707,1676381763,7661278,,10.0, 38.0, 23.0, 3.0, 8.0, 8.0, 18.0, 33.0, 101.0, 28.0, 9.0, 5.0, 2.0, 111.0, 8.0, 19.0, 12.0, 9.0, 25.0, 20.0, 2.0, 10.0, 4.0, 9.0, 2.0, 0.0, 13.0, 6.0, 2.0, 69.0, 73.0, 275.0, 2.0, 14.0, 1.0, 4.0, 1.0, 4082.0, 65.0, 82.0, 687.0, 10.0, 138.0, 22.0, 7.0, 177.0, 30.0, 69.0, 141.0, 22.0, 18.0, 3654.0, 65.0, 36.0, 44.0, 3.0, 7.0, 13.0, 103.0, 36.0, 13.0, 23.0, 17.0, 5.0
2023/02/15/00:36:03.008710,3240708,1676381763,8659461,,11.0, 38.0, 24.0, 3.0, 8.0, 8.0, 18.0, 32.0, 102.0, 28.0, 9.0, 4.0, 1.0, 112.0, 7.0, 19.0, 12.0, 6.0, 26.0, 19.0, 2.0, 10.0, 5.0, 9.0, 2.0, 0.0, 13.0, 6.0, 2.0, 69.0, 75.0, 275.0, 2.0, 14.0, 2.0, 3.0, 1.0, 4079.0, 65.0, 83.0, 687.0, 10.0, 136.0, 21.0, 6.0, 178.0, 29.0, 70.0, 142.0, 21.0, 18.0, 3657.0, 65.0, 36.0, 44.0, 3.0, 8.0, 13.0, 103.0, 35.0, 14.0, 23.0, 15.0, 6.0
2023/02/15/00:36:03.009726,3240709,1676381763,9668399,,11.0, 38.0, 24.0, 3.0, 8.0, 9.0, 21.0, 32.0, 102.0, 29.0, 8.0, 4.0, 1.0, 113.0, 6.0, 19.0, 13.0, 8.0, 29.0, 19.0, 2.0, 10.0, 2.0, 9.0, 2.0, 0.0, 14.0, 9.0, 2.0, 68.0, 78.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 65.0, 86.0, 686.0, 10.0, 138.0, 21.0, 9.0, 178.0, 31.0, 69.0, 142.0, 22.0, 18.0, 3659.0, 65.0, 36.0, 45.0, 3.0, 6.0, 13.0, 106.0, 36.0, 13.0, 23.0, 16.0, 6.0
2023/02/15/00:36:03.010724,3240710,1676381763,10662943,,10.0, 38.0, 23.0, 4.0, 8.0, 9.0, 20.0, 33.0, 103.0, 29.0, 9.0, 4.0, 1.0, 112.0, 7.0, 19.0, 13.0, 9.0, 26.0, 19.0, 2.0, 12.0, 4.0, 9.0, 2.0, 0.0, 11.0, 6.0, 2.0, 68.0, 73.0, 277.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 64.0, 82.0, 685.0, 10.0, 137.0, 17.0, 9.0, 178.0, 30.0, 70.0, 142.0, 21.0, 18.0, 3659.0, 65.0, 36.0, 43.0, 3.0, 7.0, 13.0, 106.0, 35.0, 14.0, 23.0, 14.0, 6.0
2023/02/15/00:36:03.011724,3240711,1676381763,11672084,,10.0, 38.0, 24.0, 3.0, 7.0, 8.0, 19.0, 32.0, 102.0, 29.0, 8.0, 6.0, 2.0, 112.0, 8.0, 19.0, 12.0, 7.0, 26.0, 19.0, 2.0, 12.0, 4.0, 8.0, 2.0, 0.0, 14.0, 6.0, 2.0, 68.0, 73.0, 275.0, 2.0, 14.0, 0.0, 3.0, 1.0, 4079.0, 65.0, 83.0, 685.0, 10.0, 138.0, 22.0, 8.0, 178.0, 29.0, 70.0, 142.0, 22.0, 18.0, 3662.0, 65.0, 36.0, 44.0, 3.0, 6.0, 13.0, 107.0, 36.0, 14.0, 23.0, 15.0, 6.0
2023/02/15/00:36:03.012702,3240712,1676381763,12658877,,11.0, 37.0, 24.0, 3.0, 7.0, 8.0, 18.0, 32.0, 103.0, 28.0, 8.0, 5.0, 2.0, 112.0, 7.0, 19.0, 13.0, 8.0, 26.0, 19.0, 2.0, 12.0, 4.0, 8.0, 2.0, 0.0, 14.0, 6.0, 2.0, 69.0, 72.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4080.0, 65.0, 83.0, 686.0, 10.0, 137.0, 22.0, 9.0, 180.0, 29.0, 70.0, 144.0, 22.0, 17.0, 3662.0, 64.0, 34.0, 44.0, 3.0, 7.0, 12.0, 109.0, 35.0, 15.0, 25.0, 16.0, 6.0
2023/02/15/00:36:03.013881,3240713,1676381763,13691310,,10.0, 37.0, 24.0, 3.0, 8.0, 9.0, 18.0, 32.0, 101.0, 29.0, 9.0, 4.0, 2.0, 113.0, 7.0, 19.0, 13.0, 8.0, 26.0, 19.0, 2.0, 13.0, 4.0, 8.0, 2.0, 1.0, 13.0, 6.0, 2.0, 68.0, 74.0, 275.0, 2.0, 13.0, 0.0, 3.0, 1.0, 4080.0, 64.0, 83.0, 683.0, 10.0, 138.0, 22.0, 9.0, 180.0, 31.0, 70.0, 144.0, 21.0, 17.0, 3663.0, 65.0, 36.0, 45.0, 3.0, 7.0, 13.0, 110.0, 35.0, 14.0, 25.0, 15.0, 6.0
2023/02/15/00:36:03.014719,3240714,1676381763,14664230,,10.0, 38.0, 24.0, 3.0, 6.0, 8.0, 19.0, 32.0, 101.0, 29.0, 9.0, 4.0, 2.0, 112.0, 8.0, 19.0, 12.0, 9.0, 25.0, 19.0, 2.0, 12.0, 4.0, 6.0, 2.0, 0.0, 13.0, 6.0, 2.0, 67.0, 74.0, 276.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4080.0, 65.0, 83.0, 684.0, 10.0, 138.0, 22.0, 9.0, 180.0, 30.0, 70.0, 144.0, 21.0, 18.0, 3664.0, 64.0, 36.0, 44.0, 3.0, 7.0, 13.0, 111.0, 35.0, 15.0, 25.0, 16.0, 6.0
2023/02/15/00:36:03.015731,3240715,1676381763,15670295,,10.0, 37.0, 24.0, 3.0, 7.0, 8.0, 18.0, 33.0, 101.0, 29.0, 9.0, 4.0, 1.0, 112.0, 7.0, 20.0, 13.0, 8.0, 24.0, 19.0, 3.0, 11.0, 4.0, 8.0, 2.0, 0.0, 13.0, 6.0, 2.0, 68.0, 73.0, 275.0, 2.0, 14.0, 1.0, 3.0, 1.0, 4079.0, 65.0, 83.0, 683.0, 10.0, 138.0, 22.0, 10.0, 181.0, 30.0, 72.0, 144.0, 21.0, 18.0, 3665.0, 64.0, 36.0, 44.0, 3.0, 7.0, 13.0, 111.0, 35.0, 14.0, 25.0, 16.0, 6.0
